proj_code,country,via,inco,ship_mode,prod_grp,sub_class,vendor,brand,dosage,dosage_form,per_pack_qty,line_qty,line_value,pack_price,unit_price,manu_site,first_line,weight,freight,insurance,delay,total_cost,quote_year,quote_month,quote_day,po_year,po_month,po_day,sch_del_year,sch_del_month,sch_del_day,actual_del_year,actual_del_month,actual_del_day
101-CD-T30,"Congo, DRC",From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200/50mg,Tablet,120,9,303.66,33.74,0.28,"Aurobindo Unit III, India",No,4516.521007400334,10900.58231496884,0.43,-31,11204.67231496884,2011,11,21,2011,12,1,2012,3,16,2012,2,14
101-CD-T30,"Congo, DRC",From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,680,7480.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,4516.521007400334,10900.58231496884,10.49,-31,18391.072314968842,2011,11,21,2011,12,1,2012,3,16,2012,2,14
101-CD-T30,"Congo, DRC",From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,45,273.6,6.08,0.2,Mylan (formerly Matrix) Nashik,No,512.0,3438.2,0.38,-2,3712.18,2011,11,21,2011,12,1,2012,3,16,2012,3,14
106-HT-T30,Haiti,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,180,968.4,5.38,0.09,"Strides, Bangalore, India.",Yes,37.0,1221.01,1.36,-46,2190.77,2011,12,20,2011,12,15,2012,3,30,2012,2,13
101-CD-T30,"Congo, DRC",From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150mg,Tablet,60,43,100.19,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,2.0,91.42,0.14,0,191.75,2011,11,21,2011,12,7,2012,3,22,2012,3,22
101-CD-T30,"Congo, DRC",From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150mg,Tablet,60,23,53.59,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1.0,522.42,0.08,0,576.09,2011,11,21,2011,12,7,2012,3,22,2012,3,22
101-CD-T30,"Congo, DRC",From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150mg,Tablet,60,24,55.92,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,2.0,522.42,0.08,0,578.42,2011,11,21,2011,12,7,2012,3,22,2012,3,22
106-HT-T30,Haiti,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,66672,733392.0,11.0,0.18,"Aurobindo Unit III, India",No,9635.0,95269.39,1028.22,10,829689.61,2011,12,20,2011,11,17,2012,3,2,2012,3,12
114-UG-T30,Uganda,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150mg,Tablet,60,2596,6048.68,2.33,0.04,"Aurobindo Unit III, India",Yes,125.0,1831.41,9.98,-42,7890.07,2011,10,5,2011,12,15,2012,3,30,2012,2,17
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,200/300mg,Tablet - FDC,30,10760,94150.0,8.75,0.29,"Aurobindo Unit III, India",No,1122.0,6009.47,155.35,-7,100314.82,2011,8,29,2011,11,17,2012,3,2,2012,2,24
109-TZ-T30,Tanzania,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,137269,579275.18,4.22,0.14,"Strides, Bangalore, India.",Yes,8474.0,3279.25,955.8,0,583510.2300000001,2011,8,22,2011,12,27,2012,4,11,2012,4,11
102-BI-T30,Burundi,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,27000,111240.0,4.12,0.14,"Strides, Bangalore, India.",No,5256.0,9506.0,155.96,8,120901.96,2012,1,25,2012,1,11,2012,4,26,2012,5,4
102-BI-T30,Burundi,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,10mg/ml,Oral solution,240,240,444.0,1.85,0.01,"Aurobindo Unit III, India",No,327.0,5320.13,0.62,-17,5764.75,2012,1,25,2012,1,11,2012,4,26,2012,4,9
109-TZ-T30,Tanzania,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,150446,1242683.96,8.26,0.14,Hetero Unit III Hyderabad IN,No,20975.0,3279.25,2050.43,-23,1248013.64,2011,8,22,2012,1,19,2012,5,4,2012,4,11
114-UG-T30,Uganda,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,24657,101586.84,4.12,0.14,"Strides, Bangalore, India.",Yes,1511.0,7403.01,167.62,-20,109157.46999999999,2011,10,5,2012,1,1,2012,4,16,2012,3,27
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,600/200/300mg,Tablet - FDC,30,11852,198283.96,16.73,0.56,Mylan (formerly Matrix) Nashik,Yes,1342.0,6340.2,277.99,-86,204902.15,2012,2,20,2012,3,7,2012,6,21,2012,3,27
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,3345,27629.7,8.26,0.14,"Cipla, Goa, India",No,12347.0,16978.83,45.59,20,44654.119999999995,2011,10,4,2012,1,2,2012,4,17,2012,5,7
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,200mg,Delayed-release capsules,30,3765,41415.0,11.0,0.37,"Aurobindo Unit III, India",No,649.0,1191.02,58.06,-5,42664.079999999994,2011,11,11,2012,1,1,2012,4,16,2012,4,11
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,200mg,Capsule,90,487,4207.68,8.64,0.1,"Aurobindo Unit III, India",Yes,66.0,585.42,5.9,-73,4799.0,2012,1,27,2012,3,15,2012,6,29,2012,4,17
102-DO-T30,Dominican Republic,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,10mg/ml,Oral solution,240,1100,2310.0,2.1,0.01,"Aurobindo Unit III, India",No,630.0,7519.8,3.24,-5,9833.039999999999,2012,4,9,2012,2,5,2012,5,21,2012,5,16
102-LY-T30,Libya,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,30,150,825.0,5.5,0.18,Mylan (formerly Matrix) Nashik,No,437.0,3062.18,1.16,-29,3888.3399999999997,2012,4,4,2012,2,21,2012,6,6,2012,5,8
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,140273,777112.42,5.54,0.18,Mylan (formerly Matrix) Nashik,Yes,11734.0,27441.22,1089.51,-51,805643.15,2011,12,8,2012,3,6,2012,6,20,2012,4,30
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,24126,94332.66,3.91,0.13,"Strides, Bangalore, India.",Yes,1444.0,15842.34,132.25,-45,110307.25,2012,3,28,2012,3,15,2012,6,29,2012,5,15
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,20mg/ml,Oral solution,240,1004,8534.0,8.5,0.04,"Cipla, Goa, India",Yes,1.0,3253.88,11.96,-7,11799.84,2012,5,11,2012,2,23,2012,6,8,2012,6,1
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,4050,19035.0,4.7,0.08,"Strides, Bangalore, India.",Yes,4516.521007400334,10900.58231496884,31.41,-96,29966.99231496884,2011,10,4,2012,4,30,2012,8,14,2012,5,10
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,30480,237134.4,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,698.0,26845.35,332.46,-28,264312.21,2012,5,11,2012,3,15,2012,6,29,2012,6,1
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,12974,31656.56,2.44,0.04,Mylan (formerly Matrix) Nashik,No,2501.0,18520.22,44.38,-22,50221.159999999996,2012,5,9,2012,3,20,2012,7,4,2012,6,12
111-MZ-T30,Mozambique,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,4050,19035.0,4.7,0.08,"Strides, Bangalore, India.",Yes,4516.521007400334,10900.58231496884,31.41,-6,29966.99231496884,2011,8,4,2012,1,31,2012,5,16,2012,5,10
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,60,12000,157800.0,13.15,0.22,Mylan (formerly Matrix) Nashik,Yes,1239.0,28202.0,221.24,-14,186223.24,2012,5,11,2012,3,1,2012,6,15,2012,6,1
105-GY-T30,Guyana,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,60,852,5802.12,6.81,0.11,"Aurobindo Unit III, India",Yes,46.0,1255.62,8.13,-22,7065.87,2012,5,4,2012,3,26,2012,7,10,2012,6,18
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,11574,119096.46,10.29,0.17,Mylan (formerly Matrix) Nashik,No,7114.0,5530.11,196.51,-111,124823.08,2011,10,4,2012,7,2,2012,10,16,2012,6,27
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,200/300mg,Tablet - FDC,30,53000,376830.0,7.11,0.24,"Aurobindo Unit III, India",Yes,5252.0,21347.13,528.32,-23,398705.45,2012,3,1,2012,4,18,2012,8,2,2012,7,10
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,78082,418519.52,5.36,0.18,Mylan (formerly Matrix) Nashik,No,14074.0,15299.58,690.56,-85,434509.66000000003,2011,10,4,2012,7,2,2012,10,16,2012,7,23
114-UG-T30,Uganda,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600/200/300mg,Tablet - FDC,30,6150,92496.0,15.04,0.5,Mylan (formerly Matrix) Nashik,No,836.0,4911.0,129.68,-41,97536.68,2012,2,20,2012,5,22,2012,9,5,2012,7,26
114-UG-T30,Uganda,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,30,804,3875.28,4.82,0.16,Mylan (formerly Matrix) Nashik,No,836.0,4911.0,5.43,-41,8791.710000000001,2012,2,20,2012,5,22,2012,9,5,2012,7,26
110-ZM-T30,Zambia,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,16947,41011.74,2.42,0.04,Mylan (formerly Matrix) Nashik,Yes,1956.0,8709.0,57.5,-1,49778.24,2011,12,22,2012,4,16,2012,7,31,2012,7,30
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,336,2614.08,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,27.0,1845.31,3.66,0,4463.049999999999,2011,11,11,2012,4,16,2012,7,31,2012,7,31
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,12616,100928.0,8.0,0.13,Hetero Unit III Hyderabad IN,No,4809.0,18461.23,141.5,-6,119530.73,2012,3,1,2012,5,6,2012,8,20,2012,8,14
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,200/300mg,Tablet - FDC,30,41665,296238.15,7.11,0.24,"Aurobindo Unit III, India",Yes,5110.0,18461.22,415.33,-6,315114.7,2012,3,1,2012,5,6,2012,8,20,2012,8,14
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,60,6985,91852.75,13.15,0.22,"Aurobindo Unit III, India",Yes,718.0,12688.85,128.78,-8,104670.38,2012,5,11,2012,5,17,2012,8,31,2012,8,23
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,2000,7820.0,3.91,0.13,"Aurobindo Unit III, India",No,880.0,13841.89,10.96,-8,21672.85,2012,6,4,2012,5,17,2012,8,31,2012,8,23
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,300/150/300mg,Tablet - FDC,60,2050,57400.0,28.0,0.47,Mylan (formerly Matrix) Nashik,Yes,312.0,2128.15,80.47,-35,59608.62,2012,4,19,2012,6,17,2012,10,1,2012,8,27
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,200/50mg,Tablet,120,13033,381997.23,29.31,0.24,"Aurobindo Unit III, India",No,9790.0,20786.04,535.56,-21,403318.82999999996,2012,1,30,2012,6,3,2012,9,17,2012,8,27
102-CD-T30,"Congo, DRC",From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,739,1803.16,2.44,0.04,Hetero Unit III Hyderabad IN,No,3637.0,25634.47,2.53,0,27440.16,2012,5,15,2012,10,31,2013,2,14,2013,2,14
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,40230,533852.1,13.27,0.44,Mylan (formerly Matrix) Nashik,Yes,4525.0,11874.85,748.46,-64,546475.4099999999,2012,4,19,2012,7,16,2012,10,30,2012,8,27
114-UG-T30,Uganda,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,5154,39788.88,7.72,0.13,Hetero Unit III Hyderabad IN,Yes,429.0,3293.34,55.78,0,43138.0,2012,2,20,2012,7,16,2012,10,30,2012,10,30
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,75000,735750.0,9.81,0.16,Mylan (formerly Matrix) Nashik,Yes,14413.0,11874.85,1031.52,-36,748656.37,2011,12,21,2012,6,18,2012,10,2,2012,8,27
900-TZ-T30,Tanzania,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,147230,1136615.6,7.72,0.13,Hetero Unit III Hyderabad IN,No,16510.0,82283.9,1593.54,0,1220493.04,2012,7,26,2012,7,12,2012,10,26,2012,10,26
900-TZ-T30,Tanzania,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,90000,342900.0,3.81,0.13,"Aurobindo Unit III, India",Yes,7867.0,21567.19,480.75,0,364947.94,2012,7,26,2012,7,12,2012,10,26,2012,10,26
900-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,36000,87840.0,2.44,0.04,"Strides, Bangalore, India.",Yes,2026.0,10095.9,123.15,0,98059.04999999999,2012,6,6,2012,7,16,2012,10,30,2012,10,30
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,635,1549.4,2.44,0.04,"Strides, Bangalore, India.",Yes,1779.0,9325.16,2.17,0,10876.73,2012,5,9,2012,7,4,2012,10,18,2012,10,18
102-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,60794,147121.48,2.42,0.04,Mylan (formerly Matrix) Nashik,Yes,6003.0,7423.38,206.26,-22,154751.12000000002,2012,5,15,2012,6,11,2012,9,25,2012,9,3
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,34760,132435.6,3.81,0.13,"Aurobindo Unit III, India",Yes,3367.0,12589.74,185.67,-18,145211.01,2011,12,21,2012,6,14,2012,9,28,2012,9,10
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,5308,20223.48,3.81,0.13,"Strides, Bangalore, India.",No,3367.0,12589.74,28.35,-18,32841.57,2011,12,21,2012,6,14,2012,9,28,2012,9,10
107-RW-T30,Rwanda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200/50mg,Tablet,120,965,28641.2,29.68,0.25,Mylan (formerly Matrix) Nashik,No,3991.0,13380.52,40.15,0,42061.87,2012,5,11,2012,7,12,2012,10,26,2012,10,26
111-MZ-T30,Mozambique,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,22122,84284.82,3.81,0.13,"Strides, Bangalore, India.",Yes,1409.0,3855.95,118.17,-51,88258.94,2012,6,28,2012,8,16,2012,11,30,2012,10,10
110-ZM-T30,Zambia,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,100000,242000.0,2.42,0.04,Hetero Unit III Hyderabad IN,No,26199.0,34356.26,339.28,-5,276695.54000000004,2012,4,27,2012,6,26,2012,10,10,2012,10,5
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,7126,55012.72,7.72,0.13,Mylan (formerly Matrix) Nashik,No,958.0,7659.33,77.13,-3,62749.18,2012,8,15,2012,7,11,2012,10,25,2012,10,22
109-TZ-T30,Tanzania,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,60,13784,178640.64,12.96,0.22,Mylan (formerly Matrix) Nashik,No,12181.0,7134.39,250.45,-30,186025.48000000004,2012,5,2,2012,8,16,2012,11,30,2012,10,31
109-TZ-T30,Tanzania,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,1975,4542.5,2.3,0.04,"Cipla, Goa, India",No,466.0,1696.0,6.37,-24,6244.87,2012,2,15,2012,8,16,2012,11,30,2012,11,6
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,120954,440272.56,3.64,0.12,"Aurobindo Unit III, India",Yes,11369.0,15459.09,617.26,0,456348.91000000003,2012,5,23,2012,7,23,2012,11,6,2012,11,6
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,200mg,Capsule,90,2548,21046.48,8.26,0.09,"Aurobindo Unit III, India",Yes,370.0,15459.09,29.51,0,36535.08,2012,5,23,2012,7,23,2012,11,6,2012,11,6
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150mg,Tablet,60,12847,27749.52,2.16,0.04,Hetero Unit III Hyderabad IN,Yes,798.0,15459.09,38.9,0,43247.51,2012,5,23,2012,7,23,2012,11,6,2012,11,6
103-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,30/60mg,Tablet - FDC,60,53733,148303.08,2.76,0.05,Mylan (formerly Matrix) Nashik,Yes,2232.0,6933.76,207.92,0,155444.76,2012,5,15,2012,8,5,2012,11,19,2012,11,19
114-UG-T30,Uganda,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,22783,122116.88,5.36,0.18,Hetero Unit III Hyderabad IN,No,5212.0,24772.95,171.21,-21,147061.04,2012,7,18,2012,8,26,2012,12,10,2012,11,19
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,60,2067,26788.32,12.96,0.22,Mylan (formerly Matrix) Nashik,Yes,220.0,1616.45,37.56,-22,28442.33,2012,10,10,2012,9,5,2012,12,20,2012,11,28
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,60,35061,237012.36,6.76,0.11,"Cipla, Goa, India",Yes,2247.0,8194.09,391.07,-6,245597.52,2011,4,26,2012,9,4,2012,12,19,2012,12,13
106-HT-T30,Haiti,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,60,1980,25660.8,12.96,0.22,"Aurobindo Unit III, India",No,3809.0,39513.54,31.74,-19,65206.079999999994,2012,10,30,2012,8,19,2012,12,3,2012,11,14
106-HT-T30,Haiti,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,9696,93275.52,9.62,0.16,Mylan (formerly Matrix) Nashik,No,3809.0,39513.54,115.38,-19,132904.44,2012,10,30,2012,8,19,2012,12,3,2012,11,14
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,36180,279309.6,7.72,0.13,Mylan (formerly Matrix) Nashik,Yes,2907.0,11320.56,391.59,-10,291021.75,2012,7,24,2012,8,29,2012,12,13,2012,12,3
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,728,1761.76,2.42,0.04,"Aurobindo Unit III, India",No,7973.0,51090.0,2.47,0,52854.23,2012,5,23,2012,8,20,2012,12,4,2012,12,4
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,35011,84726.62,2.42,0.04,Hetero Unit III Hyderabad IN,No,7973.0,51090.0,118.79,0,135935.41,2012,5,23,2012,8,20,2012,12,4,2012,12,4
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,4290,10381.8,2.42,0.04,Hetero Unit III Hyderabad IN,No,2400.0,18337.82,14.56,0,28734.18,2012,8,30,2012,10,18,2013,2,1,2013,2,1
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,149952,803742.72,5.36,0.18,Hetero Unit III Hyderabad IN,No,25523.0,51090.0,1126.85,4,855959.57,2012,5,23,2012,8,16,2012,11,30,2012,12,4
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,7640,27809.6,3.64,0.12,"Aurobindo Unit III, India",No,4409.0,17192.4,38.99,-25,45040.99,2012,4,19,2012,9,16,2012,12,31,2012,12,6
109-TZ-T30,Tanzania,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,10727,46126.1,4.3,0.07,"Cipla, Goa, India",Yes,945.0,7579.6,64.67,-10,53770.369999999995,2012,8,24,2012,11,14,2013,2,28,2013,2,18
110-ZM-T30,Zambia,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150mg,Tablet,60,70647,156836.34,2.22,0.04,Hetero Unit III Hyderabad IN,Yes,4067.0,14050.13,219.88,-2,171106.35,2012,8,21,2012,9,25,2013,1,9,2013,1,7
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,5701,23659.15,4.15,0.07,Mylan (formerly Matrix) Nashik,Yes,338.0,3487.55,33.17,-17,27179.87,2012,4,19,2012,10,17,2013,1,31,2013,1,14
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,1485,11464.2,7.72,0.13,Mylan (formerly Matrix) Nashik,No,1187.0,9609.69,16.07,0,21089.96,2012,8,30,2012,10,19,2013,2,2,2013,2,2
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,636,2264.16,3.56,0.12,"Strides, Bangalore, India.",No,58270.0,47389.63,3.17,0,49656.95999999999,2012,9,11,2012,10,28,2013,2,11,2013,2,11
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,3600,26172.0,7.27,0.12,"Cipla, Goa, India",No,58270.0,47389.63,36.69,0,73598.32,2012,9,11,2012,10,28,2013,2,11,2013,2,11
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,119481,574703.61,4.81,0.16,"Aurobindo Unit VII, IN",No,58270.0,47389.63,805.73,0,622898.97,2012,9,11,2012,10,28,2013,2,11,2013,2,11
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,200/300mg,Tablet - FDC,30,8326,53119.88,6.38,0.21,"Aurobindo Unit III, India",No,8850.0,29780.5,74.47,0,82974.85,2012,8,9,2012,10,28,2013,2,11,2013,2,11
151-NG-T30,Nigeria,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,49295,113871.45,2.31,0.04,"Aurobindo Unit III, India",Yes,12032.0,29780.5,159.65,0,143811.6,2012,8,9,2012,10,28,2013,2,11,2013,2,11
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,200/50mg,Tablet,120,12440,308014.4,24.76,0.21,"Aurobindo Unit III, India",No,5391.0,28382.05,381.01,-2,336777.46,2012,12,13,2012,11,8,2013,2,22,2013,2,20
114-UG-T30,Uganda,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,300mg,Tablet,30,240,969.6,4.04,0.13,Mylan (formerly Matrix) Nashik,No,5391.0,28382.05,1.2,-2,29352.85,2012,12,13,2012,11,8,2013,2,22,2013,2,20
106-HT-T30,Haiti,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,562,1292.6,2.3,0.04,"Cipla, Goa, India",No,119.0,1896.49,1.6,-96,3190.69,2013,1,16,2012,12,24,2013,4,9,2013,1,3
104-CI-T30,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,600mg,Tablet,30,30000,99900.0,3.33,0.11,"Hetero, Jadcherla, unit 5, IN",No,2732.0,10680.14,140.06,-27,110720.2,2012,7,24,2012,12,11,2013,3,27,2013,2,28
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,3600,26172.0,7.27,0.12,"Aurobindo Unit III, India",No,23677.0,9405.81,36.69,0,35614.5,2012,9,11,2012,11,28,2013,3,14,2013,3,14
113-ZW-T30,Zimbabwe,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,200mg,Tablet,60,176693,399326.18,2.26,0.04,Hetero Unit III Hyderabad IN,No,23677.0,9405.81,559.86,0,409291.85,2012,9,11,2012,11,28,2013,3,14,2013,3,14
